R,235.20349487084172,187.73
R,240.60938153606082,177.77811220011685
R,244.10034808138218,167.00059848901125
R,247.48443159128982,156.26765681822516
R,249.1323539361651,145.14169637690046
R,250.5921602953618,134.05336622024979
R,251.08,122.88
R,250.39292135574343,111.72406492829975
R,248.93539238556264,100.65303325863292
R,246.61509834762964,89.7252803223671
R,243.7244710330678,78.896209568319
R,239.4311814129132,68.53129154014604
U,187.28000000000003,11.335927992564294
U,176.67930471959104,7.507018710234448
U,170.31819387927027,-7.455366503005507
U,155.51708158742787,1.0767533049484683
U,144.5165629372995,0.17295397467886175
U,133.72217439780866,-1.0466204426131611
U,122.88000000000001,-0.8200000000000074
U,112.09883462211467,-0.3492841539489291
U,101.39972042260072,1.0592809523898552
U,90.68291078924639,2.7188272096398975
U,80.3326941702868,5.982237974232987
U,70.22176458710885,9.954049735233397
L,2.6756739547198976,53.480000000000004
L,-2.915520840687023,64.2205852703909
L,64.99493455958805,101.8115591711388
L,64.05511717899574,107.11792015325646
L,63.10216939215896,112.33955561561733
L,62.80945970506774,117.6245087123162
L,62.57999999999999,122.87999999999998
L,63.20793758430443,128.1006289905847
L,63.98849636986995,133.26416102448243
L,65.1176355879137,138.35737889713073
L,66.21653496660971,143.5038146425378
L,68.22964044169,148.36388118296418
D,92.92999999999996,174.75492168668785
D,99.08659186399863,173.9051284101634
D,104.2057001744185,174.18721709491058
D,108.80024394642287,175.42636495012533
D,113.43353913491899,176.4535417638641
D,118.19973661445074,176.37565528752674
D,122.87999999999998,176.57999999999998
D,127.56026338554922,176.37565528752674
D,132.20490714071414,175.76417633675558
D,136.77858272200532,174.75021687172296
D,141.3490877395861,173.62340152243905
D,145.87043343869405,172.18314361479375
